252952	TTTY19	Y	+	8572513
83866	TTTY11	Y	-	8651359
171482	FAM9A	X	-	8758837
171483	FAM9B	X	-	8992273
286557	RBMY1A3P	Y	-	9154670
252951	TTTY20	Y	-	9167489
100289150	FAM197Y5	Y	-	9187189
252946	FAM197Y2	Y	-	9187189
728395	TSPY4	Y	+	9195452
728403	TSPY8	Y	+	9195452
100289150	FAM197Y5	Y	-	9207466
252946	FAM197Y2	Y	-	9207466
728395	TSPY4	Y	+	9215731
728137	TSPY3	Y	+	9236030
100289087	TSPY10	Y	+	9236049
728395	TSPY4	Y	+	9236076
100289150	FAM197Y5	Y	-	9296352
252946	FAM197Y2	Y	-	9296352
7258	TSPY1	Y	+	9304564
100289150	FAM197Y5	Y	-	9316662
252946	FAM197Y2	Y	-	9316662
100289150	FAM197Y5	Y	-	9357275
252946	FAM197Y2	Y	-	9357275
728137	TSPY3	Y	+	9365489
100289087	TSPY10	Y	+	9365508
6907	TBL1X	X	+	9431335
64593	RBMY3AP	Y	-	9448330
100101118	TTTY8B	Y	+	9528709
84673	TTTY8	Y	+	9528709
100101120	TTTY7B	Y	-	9544433
246122	TTTY7	Y	-	9544433
100101115	TTTY21B	Y	-	9555262
252953	TTTY21	Y	-	9555262
100101117	TTTY2B	Y	+	9573895
60439	TTTY2	Y	+	9573895
100101116	TTTY1B	Y	-	9590765
50858	TTTY1	Y	-	9590765
252954	TTTY22	Y	+	9638762
4935	GPR143	X	-	9693453
100101121	TTTY23B	Y	+	9748407
252955	TTTY23	Y	+	9748407
357	SHROOM2	X	+	9754496
100288814	CLDN34	X	+	9935398
55841	WWC3	X	+	9983795
1183	CLCN4	X	+	10124985
4281	MID1	X	-	10413350
3052	HCCS	X	+	11129406
395	ARHGAP6	X	-	11155663
265	AMELX	X	+	11311533
10943	MSL3	X	+	11776278
9758	FRMPD4	X	+	12156585
5634	PRPS2	X	+	12809474
51284	TLR7	X	+	12885202
349408	TLR8-AS1	X	-	12920936
51311	TLR8	X	+	12924739
7114	TMSB4X	X	+	12993226
171484	FAM9C	X	-	13053736
100093698	GS1-600G8.3	X	+	13328771
92552	ATXN3L	X	-	13336768
100133123	LINC01203	X	+	13353360
25975	EGFL6	X	+	13587694
102466519	MIR6086	X	+	13608411
170082	TCEANC	X	+	13671225
9367	RAB9A	X	+	13707240
6399	TRAPPC2	X	-	13730361
8481	OFD1	X	+	13752832
2824	GPM6B	X	-	13789062
54960	GEMIN8	X	-	14024845
286480	UBE2E4P	X	+	14262387
352887	GYG2P1	Y	-	14517915
2742	GLRA2	X	+	14547420
64595	TTTY15	Y	+	14774298
8287	USP9Y	Y	+	14813160
2187	FANCB	X	-	14861529
158747	MOSPD2	X	+	14891527
8653	DDX3Y	Y	+	15016019
140462	ASB9	X	-	15262109
140456	ASB11	X	-	15299831
5277	PIGA	X	-	15337573
7404	UTY	Y	-	15360259
100532742	PIR-FIGF	X	-	15363713
2277	FIGF	X	-	15363713
8544	PIR	X	-	15402924
7404	UTY	Y	-	15409389
660	BMX	X	+	15518900
59272	ACE2	X	-	15579156
104798195	GS1-594A7.3	X	+	15621004
57393	TMEM27	X	-	15645439
340591	CA5BP1	X	+	15693039
11238	CA5B	X	+	15756412
8551	INE2	X	-	15803839
8233	ZRSR2	X	+	15808574
9087	TMSB4Y	Y	+	15815447
8905	AP1S2	X	-	15843929
353513	VCY1B	Y	-	16097652
9084	VCY	Y	-	16097652
2925	GRPR	X	+	16141424
9084	VCY	Y	+	16168098
353513	VCY1B	Y	+	16168102
645864	MAGEB17	X	+	16185604
56474	CTPS2	X	-	16606122
22829	NLGN4Y	Y	+	16634488
100616428	MIR548AM	X	-	16645135
795	S100G	X	+	16668281
22829	NLGN4Y	Y	+	16733901
94056	SYAP1	X	+	16737707
55787	TXLNG	X	+	16804555
5931	RBBP7	X	-	16862775
100874056	NLGN4Y-AS1	Y	-	16905522
9185	REPS2	X	+	16964814
4810	NHS	X	+	17393543
100616249	MIR4768	X	+	17444004
100873920	NHS-AS1	X	-	17570470
4810	NHS	X	+	17653413
6322	SCML1	X	+	17755569
10742	RAI2	X	-	17818169
139105	BEND2	X	-	18181051
10389	SCML2	X	-	18257433
6792	CDKL5	X	+	18443725
6247	RS1	X	-	18657808
100874004	PPEF1-AS1	X	-	18706763
5475	PPEF1	X	+	18709045
100132163	PHKA2-AS1	X	+	18908414
5256	PHKA2	X	-	18910416
10149	ADGRG2	X	-	19007425
5160	PDHA1	X	+	19362011
389840	MAP3K15	X	-	19378176
30011	SH3KBP1	X	-	19552083
100302526	FAM41AY2	Y	+	19612838
340618	FAM41AY1	Y	+	19612838
401629	FAM224B	Y	-	19687041
401630	FAM224A	Y	-	19687064
353515	XKRY2	Y	-	19880860
9082	XKRY	Y	-	19880860
256643	CXorf23	X	-	19930980
203611	CDY2B	Y	-	19990140
9426	CDY2A	Y	-	19990141
729609	LOC729609	X	-	20004935
256714	MAP7D2	X	-	20024831
100500809	MIR23C	X	-	20035206
9426	CDY2A	Y	+	20137667
203611	CDY2B	Y	+	20137668
1964	EIF1AX	X	-	20142636
100158262	SCARNA9L	X	-	20154184
100874078	EIF1AX-AS1	X	+	20158086
6197	RPS6KA3	X	-	20168029
353515	XKRY2	Y	+	20297335
9082	XKRY	Y	+	20297335
401630	FAM224A	Y	+	20488419
401629	FAM224B	Y	+	20488440
100302526	FAM41AY2	Y	-	20551156
340618	FAM41AY1	Y	-	20551156
159119	HSFY2	Y	+	20708557
86614	HSFY1	Y	+	20708574
159119	HSFY2	Y	+	20708577
86614	HSFY1	Y	+	20708577
425057	TTTY9B	Y	-	20743092
83864	TTTY9A	Y	-	20743092
425057	TTTY9B	Y	+	20891768
83864	TTTY9A	Y	+	20891768
159119	HSFY2	Y	-	20893326
86614	HSFY1	Y	-	20893326
159119	HSFY2	Y	-	20933701
83869	TTTY14	Y	-	21034387
100133941	CD24	Y	-	21152526
22866	CNKSR2	X	+	21392536
286554	BCORP1	Y	-	21617317
257240	KLHL34	X	-	21673467
23676	SMPX	X	-	21724090
246126	TXLNGY	Y	+	21729244
51360	MBTPS2	X	+	21857656
8284	KDM5D	Y	-	21867301
404281	YY2	X	+	21874105
6611	SMS	X	+	21958691
5251	PHEX	X	+	22050562
100873942	PHEX-AS1	X	-	22180849
100873065	PTCHD1-AS	X	-	22277914
158506	ZNF645	X	+	22291030
246119	TTTY10	Y	-	22627554
9086	EIF1AY	Y	+	22737597
140032	RPS4Y2	Y	+	22917954
168400	DDX53	X	+	23018078
139411	PTCHD1	X	+	23352985
100533178	PRORY	Y	-	23544860
159125	RBMY2EP	Y	-	23557034
378948	RBMY1B	Y	+	23673224
5940	RBMY1A1	Y	+	23673258
378949	RBMY1D	Y	+	23673264
378950	RBMY1E	Y	+	23673264
10549	PRDX4	X	+	23685645
378948	RBMY1B	Y	+	23696765
5940	RBMY1A1	Y	+	23696799
378949	RBMY1D	Y	+	23696805
23597	ACOT9	X	-	23721777
83868	TTTY13	Y	-	23745486
6303	SAT1	X	+	23801275
79135	APOO	X	-	23851465
254158	CXorf58	X	+	23926123
80311	KLHL15	X	-	24001833
378948	RBMY1B	Y	-	24026223
378949	RBMY1D	Y	-	24026223
378950	RBMY1E	Y	-	24026223
5940	RBMY1A1	Y	-	24026223
378948	RBMY1B	Y	-	24049765
378949	RBMY1D	Y	-	24049765
378950	RBMY1E	Y	-	24049765
1968	EIF2S3	X	+	24073065
100873922	ZFX-AS1	X	-	24164342
7543	ZFX	X	+	24167762
442862	PRY2	Y	-	24217903
9081	PRY	Y	-	24217903
101929148	LOC101929148	Y	-	24247839
84672	TTTY6	Y	+	24291112
441543	TTTY6B	Y	+	24291134
159163	RBMY1F	Y	-	24314689
378951	RBMY1J	Y	-	24314689
170067	SUPT20HL2	X	-	24328979
100130302	SUPT20HL1	X	+	24380878
83863	TTTY5	Y	-	24442945
159162	RBMY2FP	Y	+	24455006
159163	RBMY1F	Y	+	24455010
100652931	LOC100652931	Y	+	24462825
5165	PDK3	X	+	24483344
378951	RBMY1J	Y	+	24549623
9468	PCYT1B	X	-	24576204
101929148	LOC101929148	Y	+	24585087
441543	TTTY6B	Y	-	24585737
84672	TTTY6	Y	-	24585740
442862	PRY2	Y	+	24636544
9081	PRY	Y	+	24636544
100874088	PCYT1B-AS1	X	+	24668190
5422	POLA1	X	+	24712064
677773	SCARNA23	X	+	24762558
252949	TTTY17A	Y	+	24997731
474151	TTTY17B	Y	+	24997731
474152	TTTY17C	Y	+	24997731
170302	ARX	X	-	25021813
114761	TTTY4	Y	+	25082602
474149	TTTY4B	Y	+	25082602
474150	TTTY4C	Y	+	25082602
442867	BPY2B	Y	+	25130410
442868	BPY2C	Y	+	25130410
9083	BPY2	Y	+	25130410
1617	DAZ1	Y	-	25275502
57135	DAZ4	Y	-	25275502
57054	DAZ3	Y	+	25365581
57135	DAZ4	Y	+	25365581
57055	DAZ2	Y	+	25365604
114760	TTTY3	Y	-	26082874
474148	TTTY3B	Y	-	26082874
286514	MAGEB18	X	+	26156460
253175	CDY1B	Y	-	26191377
9085	CDY1	Y	-	26191377
253175	CDY1B	Y	-	26191940
9085	CDY1	Y	-	26191940
158809	MAGEB6	X	+	26210557
347541	MAGEB5	X	+	26234286
114758	CSPG4P1Y	Y	-	26329581
401634	GOLGA2P3Y	Y	-	26356114
84559	GOLGA2P2Y	Y	-	26356114
139538	VENTXP1	X	+	26576454
252949	TTTY17A	Y	+	26631479
474151	TTTY17B	Y	+	26631479
474152	TTTY17C	Y	+	26631479
114761	TTTY4	Y	+	26716349
474149	TTTY4B	Y	+	26716349
474150	TTTY4C	Y	+	26716349
442867	BPY2B	Y	+	26764151
442868	BPY2C	Y	+	26764151
9083	BPY2	Y	+	26764151
57054	DAZ3	Y	-	26909216
57135	DAZ4	Y	-	26909216
57054	DAZ3	Y	+	26979967
57135	DAZ4	Y	+	26979967
57055	DAZ2	Y	+	26979990
442867	BPY2B	Y	-	27177050
442868	BPY2C	Y	-	27177050
9083	BPY2	Y	-	27177050
114761	TTTY4	Y	-	27209230
474149	TTTY4B	Y	-	27209230
474150	TTTY4C	Y	-	27209230
252949	TTTY17A	Y	-	27329790
474151	TTTY17B	Y	-	27329790
474152	TTTY17C	Y	-	27329790
139420	PPP4R3CP	X	-	27478328
401634	GOLGA2P3Y	Y	+	27601458
84559	GOLGA2P2Y	Y	+	27601458
114758	CSPG4P1Y	Y	+	27629055
347442	DCAF8L2	X	+	27764926
253175	CDY1B	Y	+	27768264
9085	CDY1	Y	+	27768264
139422	MAGEB10	X	+	27826107
114760	TTTY3	Y	+	27874637
474148	TTTY3B	Y	+	27874637
139425	DCAF8L1	X	-	27996110
102465140	MIR6134	X	-	28513672
11141	IL1RAPL1	X	+	28605681
100847047	MIR4666B	X	+	29592395
4113	MAGEB2	X	+	30233675
4114	MAGEB3	X	+	30248553
4115	MAGEB4	X	+	30260057
4112	MAGEB1	X	+	30261848
190	NR0B1	X	-	30322539
80231	CXorf21	X	-	30576941
2710	GK	X	+	30671476
257397	TAB3	X	-	30845559
53940	FTHL17	X	-	31089358
1756	DMD	X	-	31137345
100500915	MIR3915	X	-	32601773
158724	FAM47A	X	-	34147869
83604	TMEM47	X	-	34645181
170062	FAM47B	X	+	34960913
139604	MAGEB16	X	+	35816459
286464	CFAP47	X	+	35937851
101928627	RP11-87M18.2	X	-	36383741
442444	FAM47C	X	+	37026432
441490	FTH1P18	X	-	37060955
5638	PRRG1	X	+	37208528
347404	LANCL3	X	+	37430822
7504	XK	X	+	37545133
1536	CYBB	X	+	37639270
6990	DYNLT3	X	-	37698089
25763	HYPM	X	+	37850070
94122	SYTL5	X	+	37865835
8406	SRPX	X	-	38008588
6103	RPGR	X	-	38128423
5009	OTC	X	+	38211736
7102	TSPAN7	X	+	38420731
100874211	MID1IP1-AS1	X	-	38660501
58526	MID1IP1	X	+	38660685
286442	LINC01281	X	-	39164210
101927449	LINC01282	X	-	39226539
100500822	MIR3937	X	+	39520470
54880	BCOR	X	-	39910499
101927476	LOC101927476	X	+	40122170
10159	ATP6AP2	X	+	40440216
347411	MPC1L	X	+	40482818
159013	CXorf38	X	-	40486173
9282	MED14	X	-	40508795
100873985	MED14OS	X	+	40594648
100132831	LOC100132831	X	-	40690470
8239	USP9X	X	+	40944888
102465753	MIR7641-2	X	+	41152090
1654	DDX3X	X	+	41192561
60506	NYX	X	+	41306713
8573	CASK	X	-	41374189
2857	GPR34	X	+	41548226
27197	GPR82	X	+	41583408
80316	PPP1R2P9	X	-	42636617
101927501	LOC101927501	X	+	43036243
4128	MAOA	X	+	43514155
4129	MAOB	X	-	43625857
4693	NDP	X	-	43808024
80258	EFHC2	X	-	44007128
139341	FUNDC1	X	-	44382885
63904	DUSP21	X	+	44703249
7403	KDM6A	X	+	44732421
79742	CXorf36	X	-	45007618
101927528	LINC01204	X	+	45364633
392452	LOC392452	X	+	45590577
407006	MIR221	X	-	45605585
407007	MIR222	X	-	45606421
401585	LOC401585	X	-	45707509
101927574	LINC01186	X	-	46185359
55634	KRBOX4	X	+	46306624
641339	ZNF674	X	-	46357160
401588	ZNF674-AS1	X	+	46404925
56548	CHST7	X	+	46433122
84679	SLC9A7	X	-	46458686
6102	RP2	X	+	46696347
724087	LINC01545	X	-	46746854
9767	JADE3	X	+	46771711
9104	RGN	X	+	46937754
54539	NDUFB11	X	-	47001615
8241	RBM10	X	+	47004617
7317	UBA1	X	+	47050199
8552	INE1	X	+	47064247
5127	CDK16	X	+	47077528
8237	USP11	X	+	47092314
7712	ZNF157	X	+	47229999
100124540	SNORA11C	X	+	47248049
7592	ZNF41	X	-	47305561
203414	LINC01560	X	+	47342115
369	ARAF	X	+	47420499
6853	SYN1	X	-	47431300
7076	TIMP1	X	+	47441690
100616147	MIR4769	X	+	47446828
5199	CFP	X	-	47483612
2002	ELK1	X	-	47494919
8409	UXT	X	-	47511191
100133957	UXT-AS1	X	+	47518232
392459	CXXC1P1	X	+	47566590
347344	ZNF81	X	+	47696301
7569	ZNF182	X	-	47834250
389852	SPACA5	X	+	47863734
729201	SPACA5B	X	+	47867170
100874120	ZNF630-AS1	X	+	47915699
57232	ZNF630	X	-	47917567
280657	SSX6	X	+	47967367
389852	SPACA5	X	+	47986603
729201	SPACA5B	X	+	47990039
6758	SSX5	X	-	48045656
6756	SSX1	X	+	48114752
280660	SSX9	X	-	48160985
10214	SSX3	X	-	48205863
548313	SSX4B	X	+	48242957
6759	SSX4	X	+	48242968
548313	SSX4B	X	-	48261524
6759	SSX4	X	-	48261524
92745	SLC38A5	X	-	48316920
24140	FTSJ1	X	+	48334409
64840	PORCN	X	+	48367347
10682	EBP	X	+	48380164
4943	TBC1D25	X	+	48398075
5935	RBM3	X	+	48432741
64743	WDR13	X	+	48455880
7454	WAS	X	+	48542186
6839	SUV39H1	X	+	48553945
392465	GLOD5	X	+	48620154
2623	GATA1	X	+	48644982
10013	HDAC6	X	+	48660487
3266	ERAS	X	+	48684923
27344	PCSK1N	X	-	48689502
10245	TIMM17B	X	-	48750730
10084	PQBP1	X	+	48755195
7355	SLC35A2	X	-	48760457
11040	PIM2	X	-	48770459
55593	OTUD5	X	-	48779303
3750	KCND1	X	-	48818639
56850	GRIPAP1	X	-	48830131
7030	TFE3	X	-	48886238
90060	CCDC120	X	+	48910961
11230	PRAF2	X	-	48928813
11152	WDR45	X	-	48932092
27238	GPKOW	X	-	48970323
79917	MAGIX	X	+	49019181
5355	PLP2	X	+	49028184
4007	PRICKLE3	X	-	49031151
6855	SYP	X	-	49044265
100873921	SYP-AS1	X	+	49055298
778	CACNA1F	X	-	49061523
28952	CCDC22	X	+	49091927
50943	FOXP3	X	-	49106897
89801	PPP1R3F	X	+	49126306
102724473	GAGE10	X	+	49160125
729396	GAGE12J	X	+	49178509
645051	GAGE13	X	+	49188081
100101629	GAGE8	X	+	49188104
26749	GAGE2E	X	+	49188104
729408	GAGE2D	X	+	49197563
729447	GAGE2A	X	+	49197582
2574	GAGE2C	X	+	49197596
100101629	GAGE8	X	+	49197607
26749	GAGE2E	X	+	49197607
729408	GAGE2D	X	+	49207116
729447	GAGE2A	X	+	49207135
2574	GAGE2C	X	+	49207149
100101629	GAGE8	X	+	49207160
26749	GAGE2E	X	+	49207160
729447	GAGE2A	X	+	49216634
2574	GAGE2C	X	+	49216648
2576	GAGE4	X	+	49216649
2577	GAGE5	X	+	49216657
100101629	GAGE8	X	+	49216659
26749	GAGE2E	X	+	49216659
26748	GAGE12I	X	+	49216677
2579	GAGE7	X	+	49216678
729408	GAGE2D	X	+	49226138
2574	GAGE2C	X	+	49226171
645037	GAGE2B	X	+	49235708
100008586	GAGE12F	X	+	49296746
100132399	GAGE12D	X	+	49296769
645073	GAGE12G	X	+	49296780
729422	GAGE12C	X	+	49296780
729431	GAGE12E	X	+	49296780
729442	GAGE12H	X	+	49296780
729428	GAGE12B	X	+	49296815
100008586	GAGE12F	X	+	49306302
100132399	GAGE12D	X	+	49306325
645073	GAGE12G	X	+	49306336
729422	GAGE12C	X	+	49306336
729431	GAGE12E	X	+	49306336
729442	GAGE12H	X	+	49306336
729428	GAGE12B	X	+	49306371
100008586	GAGE12F	X	+	49315858
100132399	GAGE12D	X	+	49315881
645073	GAGE12G	X	+	49315892
729422	GAGE12C	X	+	49315892
729431	GAGE12E	X	+	49315892
729442	GAGE12H	X	+	49315892
729428	GAGE12B	X	+	49315927
100008586	GAGE12F	X	+	49325411
100132399	GAGE12D	X	+	49325434
645073	GAGE12G	X	+	49325445
729422	GAGE12C	X	+	49325445
729431	GAGE12E	X	+	49325445
2578	GAGE6	X	+	49325480
26748	GAGE12I	X	+	49325507
100008586	GAGE12F	X	+	49334969
100132399	GAGE12D	X	+	49334992
645073	GAGE12G	X	+	49335003
729422	GAGE12C	X	+	49335003
729431	GAGE12E	X	+	49335003
2578	GAGE6	X	+	49335038
26748	GAGE12I	X	+	49335065
100132399	GAGE12D	X	+	49344541
729422	GAGE12C	X	+	49344552
729431	GAGE12E	X	+	49344552
729442	GAGE12H	X	+	49344552
729447	GAGE2A	X	+	49354118
2543	GAGE1	X	+	49363616
8712	PAGE1	X	-	49452054
9506	PAGE4	X	+	49593906
158572	USP27X-AS1	X	-	49641327
389856	USP27X	X	+	49644470
1184	CLCN5	X	+	49687225
693124	MIR532	X	+	49767754
406964	MIR188	X	+	49768109
574502	MIR500A	X	+	49773039
574030	MIR362	X	+	49773572
574503	MIR501	X	+	49774330
100422911	MIR500B	X	+	49775280
724030	MIR660	X	+	49777849
574504	MIR502	X	+	49779206
1184	CLCN5	X	+	49832215
8852	AKAP4	X	-	49955411
85417	CCNB3	X	+	50027540
139189	DGKK	X	-	50108406
57477	SHROOM4	X	-	50334643
9210	BMP15	X	+	50653735
101926971	LINC01284	X	-	50838682
170685	NUDT10	X	+	51075083
340602	CXorf67	X	+	51149767
55190	NUDT11	X	-	51232863
102723426	LINC01496	X	-	51242761
389857	CENPVP1	X	-	51424146
441495	CENPVP2	X	-	51424146
389857	CENPVP1	X	+	51453925
441495	CENPVP2	X	+	51453925
23708	GSPT2	X	+	51486481
9500	MAGED1	X	+	51546155
728239	MAGED4	X	-	51804923
81557	MAGED4B	X	-	51804923
100124541	SNORA11D	X	-	51806443
101340250	SNORA11E	X	-	51806443
728239	MAGED4	X	+	51927919
81557	MAGED4B	X	+	51927919
100124541	SNORA11D	X	+	51933718
101340250	SNORA11E	X	+	51933718
102466880	MIR8088	X	-	52079699
9502	XAGE2	X	+	52112153
653067	XAGE1E	X	+	52238810
653220	XAGE1B	X	+	52238810
653067	XAGE1E	X	+	52238963
653220	XAGE1B	X	+	52238963
653067	XAGE1E	X	+	52239019
653220	XAGE1B	X	+	52239019
653067	XAGE1E	X	-	52255220
653220	XAGE1B	X	-	52255220
9502	XAGE2	X	-	52380348
653067	XAGE1E	X	+	52511761
653220	XAGE1B	X	+	52511761
653067	XAGE1E	X	+	52511914
653220	XAGE1B	X	+	52511914
653067	XAGE1E	X	+	52511970
653220	XAGE1B	X	+	52511970
653067	XAGE1E	X	-	52528160
653220	XAGE1B	X	-	52528160
653067	XAGE1E	X	-	52541054
653220	XAGE1B	X	-	52541054
280659	SSX8	X	+	52651985
280658	SSX7	X	-	52673111
6757	SSX2	X	-	52725946
727837	SSX2B	X	-	52725946
6757	SSX2	X	+	52780280
727837	SSX2B	X	+	52780281
494197	SPANXN5	X	-	52825186
170627	XAGE5	X	+	52841228
170626	XAGE3	X	-	52891558
29057	FAM156A	X	+	52926322
727866	FAM156B	X	+	52928409
29057	FAM156A	X	-	52976464
727866	FAM156B	X	-	52976464
54328	GPR173	X	+	53078506
64061	TSPYL2	X	+	53111542
102723508	KANTR	X	+	53123339
8242	KDM5C	X	-	53220503
102465539	MIR6895	X	-	53224593
102466759	MIR6894	X	-	53228071
23096	IQSEC2	X	-	53262058
8243	SMC1A	X	-	53401070
102465516	MIR6857	X	-	53432605
158787	RIBC1	X	+	53449805
3028	HSD17B10	X	-	53458206
10075	HUWE1	X	-	53559057
407054	MIR98	X	-	53583184
406889	MIRLET7F2	X	-	53584153
23133	PHF8	X	-	53963113
54954	FAM120C	X	-	54094757
65267	WNK3	X	-	54219256
90121	TSR2	X	+	54466853
2245	FGD1	X	-	54471887
54552	GNL3L	X	+	54556644
347365	ITIH6	X	-	54775332
10916	MAGED2	X	+	54834032
677799	SNORA11	X	+	54840803
7216	TRO	X	+	54946996
5207	PFKFB1	X	-	54959567
27301	APEX2	X	+	55026756
212	ALAS2	X	-	55035488
389860	PAGE2B	X	+	55101489
203569	PAGE2	X	+	55115485
90736	FAM104B	X	-	55169535
100463488	MTRNR2L10	X	-	55207824
90737	PAGE5	X	+	55246780
139793	PAGE3	X	-	55284849
100421746	LOC100421746	X	+	55306521
100616155	MIR4536-1	X	-	55477928
100847061	MIR4536-2	X	+	55477928
28986	MAGEH1	X	+	55478522
158880	USP51	X	-	55511049
139628	FOXR2	X	+	55649833
10325	RRAGB	X	+	55744110
11279	KLF8	X	+	56258822
29978	UBQLN2	X	+	56590026
550643	LINC01420	X	+	56755718
442454	UQCRBP1	X	-	56763221
169981	SPIN3	X	-	57002803
474343	SPIN2B	X	-	57146115
54466	SPIN2A	X	-	57162083
158584	FAAH2	X	+	57313110
158586	ZXDB	X	+	57618269
7789	ZXDA	X	-	57931864
10251	SPRY3	Y	+	59100403
6845	VAMP7	Y	+	59213949
3581	IL9R	Y	+	59330252
727856	DDX11L16	Y	-	59358329
139886	SPIN4	X	-	62567107
92249	LINC01278	X	-	62646439
23229	ARHGEF9	X	-	62854848
100874355	ARHGEF9-IT1	X	-	62890076
100302115	MIR1468	X	-	63005882
139285	AMER1	X	-	63404997
142689	ASB12	X	-	63444072
55613	MTMR8	X	-	63487961
55906	ZC4H2	X	-	64135682
340554	ZC3H12B	X	+	64708615
81887	LAS1L	X	-	64732462
83957	FRMD8P1	X	-	64770502
4478	MSN	X	+	64887511
407008	MIR223	X	+	65238712
11326	VSIG4	X	-	65241580
9843	HEPH	X	+	65382391
60401	EDA2R	X	-	65815482
367	AR	X	+	66763874
4983	OPHN1	X	-	67262186
286451	YIPF6	X	+	67718624
9754	STARD8	X	+	67867511
1947	EFNB1	X	+	68048840
64219	PJA1	X	-	68380581
100996279	LINC00269	X	+	68399400
27112	FAM155B	X	+	68725078
1896	EDA	X	+	68835911
100500887	MIR676	X	+	69242707
158835	AWAT2	X	-	69260392
139562	OTUD6A	X	+	69282341
3476	IGBP1	X	+	69353318
347516	DGAT2L6	X	+	69397333
158833	AWAT1	X	+	69454505
5030	P2RY4	X	-	69478016
407	ARR3	X	+	69488185
347517	RAB41	X	+	69502022
51248	PDZD11	X	-	69506211
24137	KIF4A	X	+	69509879
54857	GDPD2	X	+	69642881
1741	DLG3	X	+	69664705
100873930	DLG3-AS1	X	-	69672806
1741	DLG3	X	+	69674946
56159	TEX11	X	-	69748790
84889	SLC7A3	X	-	70145430
29934	SNX12	X	-	70279097
4303	FOXO4	X	+	70315999
158830	CXorf65	X	-	70323739
3561	IL2RG	X	-	70327254
9968	MED12	X	+	70338406
54413	NLGN3	X	+	70364681
618	BCYRN1	X	-	70430035
2705	GJB1	X	+	70435062
9203	ZMYM3	X	-	70459474
4841	NONO	X	+	70503042
26548	ITGB1BP2	X	+	70521598
6872	TAF1	X	+	70586089
27160	INGX	X	-	70711531
6872	TAF1	X	+	70711846
8473	OGT	X	+	70752912
93953	ACRC	X	+	70797874
2833	CXCR3	X	-	70835766
100132741	LOC100132741	X	+	70917046
441501	LINC00891	X	+	70917046
100130361	CXorf49	X	-	70934224
100132994	CXorf49B	X	-	70934224
100130361	CXorf49	X	+	70983140
